Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Familysize,Age*Class,FarePerPerson
1,1,female,35.642857142857146,1,0,82.1708,C,Mrs,1,35.642857142857146,41.0854
1,3,female,22.0,0,0,7.25,S,Miss,0,66.0,7.25
0,1,male,27.0,0,2,211.5,C,Mr,2,27.0,70.5
0,3,male,20.0,0,0,4.0125,C,Mr,0,60.0,4.0125
0,3,male,19.0,0,0,7.775,S,Mr,0,57.0,7.775
1,1,female,42.0,0,0,227.525,C,Miss,0,42.0,227.525
1,3,female,1.0,0,2,15.7417,C,Miss,2,3.0,5.247233333333333
0,3,male,32.0,0,0,7.925,S,Mr,0,96.0,7.925
1,1,female,35.0,1,0,52.0,S,Mrs,1,35.0,26.0
0,3,male,32.409774436090224,0,0,7.8958,S,Mr,0,97.22932330827066,7.8958
0,2,male,18.0,0,0,73.5,S,Mr,0,36.0,73.5
0,3,male,1.0,5,2,46.9,S,Master,7,3.0,5.8625
1,2,female,36.0,0,0,13.0,S,Miss,0,72.0,13.0
0,3,male,32.409774436090224,0,0,7.7292,Q,Mr,0,97.22932330827066,7.7292
1,2,female,17.0,0,0,12.0,C,Miss,0,34.0,12.0
1,1,male,36.0,1,2,120.0,S,Mr,3,36.0,30.0
1,3,male,21.0,0,0,7.7958,S,Mr,0,63.0,7.7958
0,3,male,28.0,2,0,7.925,S,Mr,2,84.0,2.6416666666666666
1,1,female,23.0,1,0,113.275,C,Miss,1,23.0,56.6375
1,3,female,24.0,0,2,16.7,S,Mrs,2,72.0,5.566666666666666
0,3,male,22.0,0,0,7.7958,S,Mr,0,66.0,7.7958
0,3,female,31.0,0,0,7.8542,S,Miss,0,93.0,7.8542
0,2,male,46.0,0,0,26.0,S,Mr,0,92.0,26.0
0,2,male,23.0,0,0,10.5,S,Mrs,0,46.0,10.5
1,2,female,28.0,0,0,12.65,S,Mrs,0,56.0,12.65
1,3,male,39.0,0,0,7.925,S,Mr,0,117.0,7.925
0,3,male,26.0,0,0,8.05,S,Mr,0,78.0,8.05
0,3,female,21.0,1,0,9.825,S,Miss,1,63.0,4.9125
0,3,male,28.0,1,0,15.85,S,Mr,1,84.0,7.925
0,3,female,20.0,0,0,8.6625,S,Miss,0,60.0,8.6625
0,2,male,34.0,1,0,21.0,S,Mr,1,68.0,10.5
0,3,male,51.0,0,0,7.75,S,Mr,0,153.0,7.75
1,2,male,3.0,1,1,18.75,S,Master,2,6.0,6.25
0,3,male,21.0,0,0,7.775,S,Mr,0,63.0,7.775
0,3,female,21.77777777777778,3,1,25.4667,S,Miss,4,65.33333333333334,5.0933399999999995
0,3,male,32.409774436090224,0,0,7.8958,S,Mr,0,97.22932330827066,7.8958
0,3,male,32.409774436090224,0,0,6.8583,Q,Mr,0,97.22932330827066,6.8583
1,1,female,33.0,1,0,90.0,Q,Miss,1,33.0,45.0
0,2,male,32.409774436090224,0,0,0.0,S,Mr,0,64.81954887218045,0.0
1,3,male,44.0,0,0,7.925,S,Mr,0,132.0,7.925
0,3,female,35.642857142857146,0,0,8.05,S,Mrs,0,106.92857142857144,8.05
1,2,female,34.0,1,1,32.5,S,Mrs,2,68.0,10.833333333333334
1,2,female,18.0,0,2,13.0,S,Miss,2,36.0,4.333333333333333
0,2,male,30.0,0,0,13.0,S,Mr,0,60.0,13.0
0,3,female,10.0,0,2,24.15,S,Miss,2,30.0,8.049999999999999
0,3,male,32.409774436090224,0,0,7.8958,C,Mr,0,97.22932330827066,7.8958
0,3,male,21.0,0,0,7.7333,Q,Mr,0,63.0,7.7333
0,3,male,29.0,0,0,7.875,S,Mr,0,87.0,7.875
0,3,female,28.0,1,1,14.4,S,Mrs,2,84.0,4.8
0,3,male,18.0,1,1,20.2125,S,Mr,2,54.0,6.7375
0,3,male,32.409774436090224,0,0,7.25,S,Mr,0,97.22932330827066,7.25
1,2,female,28.0,1,0,26.0,S,Mrs,1,56.0,13.0
1,2,female,19.0,0,0,26.0,S,Mrs,0,38.0,26.0
0,3,male,32.409774436090224,0,0,7.75,Q,Mr,0,97.22932330827066,7.75
1,3,male,32.0,0,0,8.05,S,Mr,0,96.0,8.05
1,1,male,28.0,0,0,26.55,S,Mr,0,28.0,26.55
1,3,female,35.642857142857146,1,0,16.1,S,Mrs,1,106.92857142857144,8.05
1,2,female,42.0,1,0,26.0,S,Mrs,1,84.0,13.0
0,3,male,17.0,0,0,7.125,S,Mr,0,51.0,7.125
0,1,male,50.0,1,0,55.9,S,Mr,1,50.0,27.95
1,1,female,14.0,1,2,120.0,S,Miss,3,14.0,30.0
0,3,female,21.0,2,2,34.375,S,Miss,4,63.0,6.875
1,2,female,24.0,2,3,18.75,S,Mrs,5,48.0,3.125
0,1,male,64.0,1,4,263.0,S,Mr,5,64.0,43.833333333333336
0,2,male,31.0,0,0,10.5,S,Mr,0,62.0,10.5
1,2,female,45.0,1,1,26.25,S,Mrs,2,90.0,8.75
0,3,male,20.0,0,0,9.5,S,Mr,0,60.0,9.5
0,3,male,25.0,1,0,7.775,S,Mr,1,75.0,3.8875
1,2,female,28.0,0,0,13.0,S,Miss,0,56.0,13.0
1,3,male,32.409774436090224,0,0,8.1125,S,Mr,0,97.22932330827066,8.1125
1,1,male,4.0,0,2,81.8583,S,Master,2,4.0,27.2861
1,2,female,13.0,0,1,19.5,S,Miss,1,26.0,9.75
1,1,male,34.0,0,0,26.55,S,Mr,0,34.0,26.55
1,3,female,5.0,2,1,19.2583,C,Miss,3,15.0,4.814575
1,1,male,52.0,0,0,30.5,S,Mr,0,52.0,30.5
0,2,male,36.0,1,2,27.75,S,Mr,3,72.0,6.9375
0,3,male,32.409774436090224,1,0,19.9667,S,Mr,1,97.22932330827066,9.98335
0,1,male,30.0,0,0,27.75,C,Mr,0,30.0,27.75
1,1,male,49.0,1,0,89.1042,C,Mr,1,49.0,44.5521
0,3,male,32.409774436090224,0,0,8.05,S,Mr,0,97.22932330827066,8.05
1,3,male,29.0,0,0,7.8958,C,Mr,0,87.0,7.8958
0,1,male,65.0,0,0,26.55,S,Mr,0,65.0,26.55
1,1,female,35.642857142857146,1,0,51.8625,S,Mrs,1,35.642857142857146,25.93125
1,2,female,50.0,0,0,10.5,S,Miss,0,100.0,10.5
0,3,male,32.409774436090224,0,0,7.75,Q,Mr,0,97.22932330827066,7.75
1,1,male,48.0,0,0,26.55,S,Mr,0,48.0,26.55
0,3,male,34.0,0,0,8.05,S,Mr,0,102.0,8.05
0,1,male,47.0,0,0,38.5,S,Mr,0,47.0,38.5
0,2,male,48.0,0,0,13.0,S,Mr,0,96.0,13.0
0,3,male,32.409774436090224,0,0,8.05,S,Mr,0,97.22932330827066,8.05
0,3,male,38.0,0,0,7.05,S,Mr,0,114.0,7.05
0,2,male,32.409774436090224,0,0,0.0,S,Mr,0,64.81954887218045,0.0
0,1,male,56.0,0,0,26.55,S,Mr,0,56.0,26.55
0,3,male,32.409774436090224,0,0,7.725,Q,Mr,0,97.22932330827066,7.725
1,3,female,0.75,2,1,19.2583,C,Miss,3,2.25,4.814575
0,3,male,32.409774436090224,0,0,7.25,S,Mr,0,97.22932330827066,7.25
0,3,male,38.0,0,0,8.6625,S,Mr,0,114.0,8.6625
1,2,female,33.0,1,2,27.75,S,Mrs,3,66.0,6.9375
1,2,female,23.0,0,0,13.7917,C,Mrs,0,46.0,13.7917
0,3,female,22.0,0,0,9.8375,S,Miss,0,66.0,9.8375
0,1,male,32.409774436090224,0,0,52.0,S,Mr,0,32.409774436090224,52.0
0,2,male,34.0,1,0,21.0,S,Mr,1,68.0,10.5
0,3,male,29.0,1,0,7.0458,S,Mr,1,87.0,3.5229
0,3,male,22.0,0,0,7.5208,S,Mr,0,66.0,7.5208
1,3,female,2.0,0,1,12.2875,S,Miss,1,6.0,6.14375
0,3,male,9.0,5,2,46.9,S,Master,7,27.0,5.8625
0,2,male,32.409774436090224,0,0,0.0,S,Mr,0,64.81954887218045,0.0
0,3,male,50.0,0,0,8.05,S,Mr,0,150.0,8.05
1,3,female,63.0,0,0,9.5875,S,Mrs,0,189.0,9.5875
1,1,male,25.0,1,0,91.0792,C,Mr,1,25.0,45.5396
0,3,female,21.77777777777778,3,1,25.4667,S,Miss,4,65.33333333333334,5.0933399999999995
1,1,female,35.0,1,0,90.0,S,Mrs,1,35.0,45.0
0,1,male,58.0,0,0,29.7,C,Mr,0,58.0,29.7
0,3,male,30.0,0,0,8.05,S,Mr,0,90.0,8.05
1,3,male,9.0,1,1,15.9,S,Master,2,27.0,5.3
0,3,male,32.409774436090224,1,0,19.9667,S,Mr,1,97.22932330827066,9.98335
0,3,male,21.0,0,0,7.25,S,Mr,0,63.0,7.25
0,1,male,55.0,0,0,30.5,S,Mr,0,55.0,30.5
0,1,male,71.0,0,0,49.5042,C,Mr,0,71.0,49.5042
0,3,male,21.0,0,0,8.05,S,Mr,0,63.0,8.05
0,3,male,32.409774436090224,0,0,14.4583,C,Mr,0,97.22932330827066,14.4583
1,1,female,54.0,1,0,78.2667,C,Miss,1,54.0,39.13335
0,3,male,32.409774436090224,0,0,15.1,S,Mr,0,97.22932330827066,15.1
0,1,female,25.0,1,2,151.55,S,Mrs,3,25.0,37.8875
0,3,male,24.0,0,0,7.7958,S,Mr,0,72.0,7.7958
0,3,male,17.0,0,0,8.6625,S,Mr,0,51.0,8.6625
0,3,female,21.0,0,0,7.75,Q,Miss,0,63.0,7.75
0,3,female,21.77777777777778,0,0,7.6292,Q,Miss,0,65.33333333333334,7.6292
0,3,female,37.0,0,0,9.5875,S,Miss,0,111.0,9.5875
1,1,female,16.0,0,0,86.5,S,Miss,0,16.0,86.5
0,1,male,18.0,1,0,108.9,C,Mr,1,18.0,54.45
1,2,female,33.0,0,2,26.0,S,Mrs,2,66.0,8.666666666666666
1,1,male,32.409774436090224,0,0,26.55,S,Mr,0,32.409774436090224,26.55
0,3,male,28.0,0,0,22.525,S,Mr,0,84.0,22.525
1,3,male,26.0,0,0,56.4958,S,Mr,0,78.0,56.4958
1,3,male,29.0,0,0,7.75,Q,Mr,0,87.0,7.75
0,3,male,32.409774436090224,0,0,8.05,S,Mr,0,97.22932330827066,8.05
1,1,male,36.0,0,0,26.2875,S,Mr,0,36.0,26.2875
1,1,female,54.0,1,0,59.4,C,Mrs,1,54.0,29.7
0,3,male,24.0,0,0,7.4958,S,Mr,0,72.0,7.4958
0,1,male,47.0,0,0,34.0208,S,Mr,0,47.0,34.0208
1,2,female,34.0,0,0,10.5,S,Mrs,0,68.0,10.5
0,3,male,32.409774436090224,0,0,24.15,Q,Mr,0,97.22932330827066,24.15
1,2,female,36.0,1,0,26.0,S,Mrs,1,72.0,13.0
0,3,male,32.0,0,0,7.8958,S,Mr,0,96.0,7.8958
1,1,female,30.0,0,0,93.5,S,Miss,0,30.0,93.5
0,3,male,22.0,0,0,7.8958,S,Mr,0,66.0,7.8958
0,3,male,32.409774436090224,0,0,7.225,C,Mr,0,97.22932330827066,7.225
1,1,female,44.0,0,1,57.9792,C,Mrs,1,44.0,28.9896
0,3,male,32.409774436090224,0,0,7.2292,C,Mr,0,97.22932330827066,7.2292
0,3,male,40.5,0,0,7.75,Q,Mr,0,121.5,7.75
1,2,female,50.0,0,0,10.5,S,Miss,0,100.0,10.5
0,1,male,32.409774436090224,0,0,221.7792,S,Mr,0,32.409774436090224,221.7792
0,3,male,39.0,0,0,7.925,S,Mr,0,117.0,7.925
0,2,male,23.0,2,1,11.5,S,Mr,3,46.0,2.875
1,2,female,2.0,1,1,26.0,S,Miss,2,4.0,8.666666666666666
0,3,male,32.409774436090224,0,0,7.2292,C,Mr,0,97.22932330827066,7.2292
0,3,male,17.0,1,1,7.2292,C,Mr,2,51.0,2.409733333333333
1,3,female,35.642857142857146,0,2,22.3583,C,Mrs,2,106.92857142857144,7.452766666666666
0,3,female,30.0,0,0,8.6625,S,Miss,0,90.0,8.6625
1,2,female,7.0,0,2,26.25,S,Miss,2,14.0,8.75
0,1,male,45.0,0,0,26.55,S,Mr,0,45.0,26.55
1,1,female,30.0,0,0,106.425,C,Miss,0,30.0,106.425
0,3,male,32.409774436090224,0,0,14.5,S,Mr,0,97.22932330827066,14.5
1,1,female,22.0,0,2,49.5,C,Miss,2,22.0,16.5
1,1,female,36.0,0,2,71.0,S,Miss,2,36.0,23.666666666666668
0,3,female,9.0,4,2,31.275,S,Miss,6,27.0,4.4678571428571425
0,3,female,11.0,4,2,31.275,S,Miss,6,33.0,4.4678571428571425
1,2,male,32.0,1,0,26.0,S,Mr,1,64.0,13.0
0,1,male,50.0,1,0,106.425,C,Mr,1,50.0,53.2125
0,1,male,64.0,0,0,26.0,S,Mr,0,64.0,26.0
1,2,female,19.0,1,0,26.0,S,Mrs,1,38.0,13.0
1,2,male,32.409774436090224,0,0,13.8625,C,Mr,0,64.81954887218045,13.8625
0,3,male,33.0,1,1,20.525,S,Mr,2,99.0,6.841666666666666
1,2,male,8.0,1,1,36.75,S,Master,2,16.0,12.25
1,1,male,17.0,0,2,110.8833,C,Mr,2,17.0,36.9611
0,2,male,27.0,0,0,26.0,S,Mr,0,54.0,26.0
0,3,male,32.409774436090224,0,0,7.8292,Q,Mr,0,97.22932330827066,7.8292
1,3,male,22.0,0,0,7.225,C,Mr,0,66.0,7.225
1,3,female,22.0,0,0,7.775,S,Miss,0,66.0,7.775
0,1,male,62.0,0,0,26.55,S,Mr,0,62.0,26.55
1,1,female,48.0,1,0,39.6,C,Mrs,1,48.0,19.8
0,1,male,32.409774436090224,0,0,227.525,C,Mr,0,32.409774436090224,227.525
1,1,female,39.0,1,1,79.65,S,Mrs,2,39.0,26.55
1,3,female,36.0,1,0,17.4,S,Mrs,1,108.0,8.7
0,3,male,32.409774436090224,0,0,7.75,Q,Mr,0,97.22932330827066,7.75
0,3,male,40.0,0,0,7.8958,S,Mr,0,120.0,7.8958
0,2,male,28.0,0,0,13.5,S,Mr,0,56.0,13.5
0,3,male,32.409774436090224,0,0,8.05,S,Mr,0,97.22932330827066,8.05
0,3,female,21.77777777777778,0,0,8.05,S,Miss,0,65.33333333333334,8.05
0,3,male,24.0,2,0,24.15,S,Mr,2,72.0,8.049999999999999
0,3,male,19.0,0,0,7.8958,S,Mr,0,57.0,7.8958
0,3,female,29.0,0,4,21.075,S,Mrs,4,87.0,4.215
0,3,male,32.409774436090224,0,0,7.2292,C,Mr,0,97.22932330827066,7.2292
1,3,male,32.0,0,0,7.8542,S,Mr,0,96.0,7.8542
1,2,male,62.0,0,0,10.5,S,Mr,0,124.0,10.5
1,1,female,53.0,2,0,51.4792,S,Mrs,2,53.0,17.15973333333333
1,1,male,36.0,0,0,26.3875,S,Mr,0,36.0,26.3875
1,3,female,21.77777777777778,0,0,7.75,Q,Miss,0,65.33333333333334,7.75
0,3,male,16.0,0,0,8.05,S,Mr,0,48.0,8.05
0,3,male,19.0,0,0,14.5,S,Mr,0,57.0,14.5
1,2,female,34.0,0,0,13.0,S,Miss,0,68.0,13.0
1,1,female,39.0,1,0,55.9,S,Mrs,1,39.0,27.95
0,3,female,35.642857142857146,1,0,14.4583,C,Mrs,1,106.92857142857144,7.22915
1,3,male,32.0,0,0,7.925,S,Mr,0,96.0,7.925
1,2,female,25.0,1,1,30.0,S,Miss,2,50.0,10.0
1,1,female,39.0,1,1,110.8833,C,Mrs,2,39.0,36.9611
0,2,male,54.0,0,0,26.0,S,Mr,0,108.0,26.0
0,1,male,36.0,0,0,40.125,C,Mr,0,36.0,40.125
0,3,male,32.409774436090224,0,0,8.7125,C,Mr,0,97.22932330827066,8.7125
1,1,female,18.0,0,2,79.65,S,Miss,2,18.0,26.55
0,2,male,47.0,0,0,15.0,S,Mr,0,94.0,15.0
1,1,male,60.0,1,1,79.2,C,Mr,2,60.0,26.400000000000002
0,3,male,22.0,0,0,8.05,S,Mr,0,66.0,8.05
0,3,male,32.409774436090224,0,0,8.05,S,Mr,0,97.22932330827066,8.05
0,3,male,35.0,0,0,7.125,S,Mr,0,105.0,7.125
1,1,female,52.0,1,0,78.2667,C,Mrs,1,52.0,39.13335
0,3,male,47.0,0,0,7.25,S,Mr,0,141.0,7.25
0,3,female,21.77777777777778,0,2,7.75,Q,Miss,2,65.33333333333334,2.5833333333333335
0,2,male,37.0,1,0,26.0,S,Mr,1,74.0,13.0
0,3,male,36.0,1,1,24.15,S,Mr,2,108.0,8.049999999999999
1,2,female,21.77777777777778,0,0,33.0,S,Miss,0,43.55555555555556,33.0
0,3,male,49.0,0,0,0.0,S,Mr,0,147.0,0.0
0,3,male,32.409774436090224,0,0,7.225,C,Mr,0,97.22932330827066,7.225
1,1,male,49.0,1,0,56.9292,C,Mr,1,49.0,28.4646
1,2,female,24.0,2,1,27.0,S,Mrs,3,48.0,6.75
0,3,male,32.409774436090224,0,0,7.8958,S,Mr,0,97.22932330827066,7.8958
0,1,male,32.409774436090224,0,0,42.4,S,Mr,0,32.409774436090224,42.4
0,3,male,44.0,0,0,8.05,S,Mr,0,132.0,8.05
1,1,male,35.0,0,0,26.55,C,Mr,0,35.0,26.55
0,3,male,36.0,1,0,15.55,S,Mr,1,108.0,7.775
0,3,male,30.0,0,0,7.8958,S,Mr,0,90.0,7.8958
1,1,male,27.0,0,0,30.5,S,Mr,0,27.0,30.5
1,2,female,22.0,1,2,41.5792,C,Mrs,3,44.0,10.3948
1,1,female,40.0,0,0,153.4625,S,Miss,0,40.0,153.4625
0,3,female,39.0,1,5,31.275,S,Mrs,6,117.0,4.4678571428571425
0,3,male,32.409774436090224,0,0,7.05,S,Mr,0,97.22932330827066,7.05
1,3,female,21.77777777777778,1,0,15.5,Q,Miss,1,65.33333333333334,7.75
0,3,male,32.409774436090224,0,0,7.75,Q,Mr,0,97.22932330827066,7.75
0,3,male,35.0,0,0,8.05,S,Mr,0,105.0,8.05
1,2,female,24.0,1,2,65.0,S,Miss,3,48.0,16.25
0,3,male,34.0,1,1,14.4,S,Mr,2,102.0,4.8
0,3,female,26.0,1,0,16.1,S,Mrs,1,78.0,8.05
1,2,female,4.0,2,1,39.0,S,Miss,3,8.0,9.75
0,2,male,26.0,0,0,10.5,S,Mr,0,52.0,10.5
0,3,male,27.0,1,0,14.4542,C,Mr,1,81.0,7.2271
1,1,male,42.0,1,0,52.5542,S,Mr,1,42.0,26.2771
1,3,male,20.0,1,1,15.7417,C,Mr,2,60.0,5.247233333333333
0,3,male,21.0,0,0,7.8542,S,Mr,0,63.0,7.8542
0,3,male,21.0,0,0,16.1,S,Mr,0,63.0,16.1
0,1,male,61.0,0,0,32.3208,S,Mr,0,61.0,32.3208
0,2,male,57.0,0,0,12.35,Q,Mr,0,114.0,12.35
1,1,female,21.0,0,0,77.9583,S,Miss,0,21.0,77.9583
0,3,male,26.0,0,0,7.8958,S,Mr,0,78.0,7.8958
0,3,male,32.409774436090224,0,0,7.7333,Q,Mr,0,97.22932330827066,7.7333
1,1,male,80.0,0,0,30.0,S,Mr,0,80.0,30.0
0,3,male,51.0,0,0,7.0542,S,Mr,0,153.0,7.0542
1,1,male,32.0,0,0,30.5,C,Mrs,0,32.0,30.5
0,1,male,32.409774436090224,0,0,0.0,S,Mr,0,32.409774436090224,0.0
0,3,female,9.0,3,2,27.9,S,Miss,5,27.0,4.6499999999999995
1,2,female,28.0,0,0,13.0,S,Miss,0,56.0,13.0
0,3,male,32.0,0,0,7.925,S,Mr,0,96.0,7.925
0,2,male,31.0,1,1,26.25,S,Mr,2,62.0,8.75
0,3,female,41.0,0,5,39.6875,S,Mrs,5,123.0,6.614583333333333
0,3,male,32.409774436090224,1,0,16.1,S,Mr,1,97.22932330827066,8.05
0,3,male,20.0,0,0,7.8542,S,Mr,0,60.0,7.8542
1,1,female,24.0,0,0,69.3,C,Miss,0,24.0,69.3
0,3,female,2.0,3,2,27.9,S,Miss,5,6.0,4.6499999999999995
1,3,male,32.409774436090224,0,0,56.4958,S,Mr,0,97.22932330827066,56.4958
1,3,female,0.75,2,1,19.2583,C,Miss,3,2.25,4.814575
1,1,male,48.0,1,0,76.7292,C,Mr,1,48.0,38.3646
0,3,male,19.0,0,0,7.8958,S,Mr,0,57.0,7.8958
1,1,male,56.0,0,0,35.5,C,Mr,0,56.0,35.5
0,3,male,32.409774436090224,0,0,7.55,S,Mr,0,97.22932330827066,7.55
1,3,female,23.0,0,0,7.55,S,Miss,0,69.0,7.55
0,3,male,32.409774436090224,0,0,7.8958,S,Mr,0,97.22932330827066,7.8958
1,2,female,18.0,0,1,23.0,S,Miss,1,36.0,11.5
0,3,male,21.0,0,0,8.4333,S,Mr,0,63.0,8.4333
1,3,female,21.77777777777778,0,0,7.8292,Q,Miss,0,65.33333333333334,7.8292
0,3,female,18.0,0,0,6.75,Q,Miss,0,54.0,6.75
0,2,male,24.0,2,0,73.5,S,Mr,2,48.0,24.5
0,3,male,32.409774436090224,0,0,7.8958,S,Mr,0,97.22932330827066,7.8958
0,3,female,32.0,1,1,15.5,Q,Mrs,2,96.0,5.166666666666667
0,2,male,23.0,0,0,13.0,S,Mr,0,46.0,13.0
0,1,male,58.0,0,2,113.275,C,Mr,2,58.0,37.75833333333333
1,1,male,50.0,2,0,133.65,S,Mrs,2,50.0,44.550000000000004
0,3,male,40.0,0,0,7.225,C,Mr,0,120.0,7.225
0,1,male,47.0,0,0,25.5875,S,Mr,0,47.0,25.5875
0,3,male,36.0,0,0,7.4958,S,Mr,0,108.0,7.4958
1,3,male,20.0,1,0,7.925,S,Mr,1,60.0,3.9625
0,2,male,32.0,2,0,73.5,S,Mr,2,64.0,24.5
0,2,male,25.0,0,0,13.0,S,Mr,0,50.0,13.0
0,3,male,32.409774436090224,0,0,7.775,S,Mr,0,97.22932330827066,7.775
0,3,male,43.0,0,0,8.05,S,Mr,0,129.0,8.05
1,1,female,35.642857142857146,1,0,52.0,S,Mrs,1,35.642857142857146,26.0
1,2,female,40.0,1,1,39.0,S,Mrs,2,80.0,13.0
0,1,male,31.0,1,0,52.0,S,Mr,1,31.0,26.0
0,2,male,70.0,0,0,10.5,S,Mr,0,140.0,10.5
1,2,male,31.0,0,0,13.0,S,Mr,0,62.0,13.0
0,2,male,32.409774436090224,0,0,0.0,S,Mr,0,64.81954887218045,0.0
0,3,male,18.0,0,0,7.775,S,Mr,0,54.0,7.775
0,3,male,24.5,0,0,8.05,S,Mr,0,73.5,8.05
1,3,female,18.0,0,0,9.8417,S,Miss,0,54.0,9.8417
0,3,female,43.0,1,6,46.9,S,Mrs,7,129.0,5.8625
1,1,male,36.0,0,1,512.3292,C,Mr,1,36.0,256.1646
0,3,female,21.77777777777778,0,0,8.1375,Q,Miss,0,65.33333333333334,8.1375
1,1,male,27.0,0,0,76.7292,C,Mr,0,27.0,76.7292
0,3,male,20.0,0,0,9.225,S,Mr,0,60.0,9.225
0,3,male,14.0,5,2,46.9,S,Mr,7,42.0,5.8625
0,2,male,60.0,1,1,39.0,S,Mr,2,120.0,13.0
0,2,male,25.0,1,2,41.5792,C,Mr,3,50.0,10.3948
0,3,male,14.0,4,1,39.6875,S,Mr,5,42.0,6.614583333333333
0,3,male,19.0,0,0,10.1708,S,Mr,0,57.0,10.1708
0,3,male,18.0,0,0,7.7958,S,Mr,0,54.0,7.7958
1,1,female,15.0,0,1,211.3375,S,Miss,1,15.0,105.66875
1,1,male,31.0,1,0,57.0,S,Mr,1,31.0,28.5
1,3,female,4.0,0,1,13.4167,C,Miss,1,12.0,6.70835
1,3,male,32.409774436090224,0,0,56.4958,S,Mr,0,97.22932330827066,56.4958
0,3,male,25.0,0,0,7.225,C,Mr,0,75.0,7.225
0,1,male,60.0,0,0,26.55,S,Mr,0,60.0,26.55
0,2,male,52.0,0,0,13.5,S,Mr,0,104.0,13.5
0,3,male,44.0,0,0,8.05,S,Mr,0,132.0,8.05
1,3,female,21.77777777777778,0,0,7.7333,Q,Miss,0,65.33333333333334,7.7333
0,1,male,49.0,1,1,110.8833,C,Mr,2,49.0,36.9611
0,3,male,42.0,0,0,7.65,S,Mr,0,126.0,7.65
1,1,female,18.0,1,0,227.525,C,Mrs,1,18.0,113.7625
1,1,male,35.0,0,0,26.2875,S,Mr,0,35.0,26.2875
0,3,female,18.0,0,1,14.4542,C,Miss,1,54.0,7.2271
0,3,male,25.0,0,0,7.7417,Q,Mr,0,75.0,7.7417
0,3,male,26.0,1,0,7.8542,S,Mr,1,78.0,3.9271
0,2,male,39.0,0,0,26.0,S,Mr,0,78.0,26.0
1,2,female,45.0,0,0,13.5,S,Mrs,0,90.0,13.5
1,1,male,42.0,0,0,26.2875,S,Mr,0,42.0,26.2875
1,1,female,22.0,0,0,151.55,S,Miss,0,22.0,151.55
1,3,male,4.574166666666667,1,1,15.2458,C,Master,2,13.7225,5.081933333333333
1,1,female,24.0,0,0,49.5042,C,Mrs,0,24.0,49.5042
0,1,male,32.409774436090224,0,0,26.55,S,Mr,0,32.409774436090224,26.55
1,1,male,48.0,1,0,52.0,S,Mr,1,48.0,26.0
0,3,male,29.0,0,0,9.4833,S,Mr,0,87.0,9.4833
0,2,male,52.0,0,0,13.0,S,Mr,0,104.0,13.0
0,3,male,19.0,0,0,7.65,S,Mr,0,57.0,7.65
1,1,female,38.0,0,0,227.525,C,Miss,0,38.0,227.525
1,2,female,27.0,0,0,10.5,S,Miss,0,54.0,10.5
0,3,male,32.409774436090224,0,0,15.5,Q,Mr,0,97.22932330827066,15.5
0,3,male,33.0,0,0,7.775,S,Mr,0,99.0,7.775
1,2,female,6.0,0,1,33.0,S,Miss,1,12.0,16.5
0,3,male,17.0,1,0,7.0542,S,Mr,1,51.0,3.5271
0,2,male,34.0,0,0,13.0,S,Mr,0,68.0,13.0
0,2,male,50.0,0,0,13.0,S,Mr,0,100.0,13.0
1,1,male,27.0,1,0,53.1,S,Mr,1,27.0,26.55
0,3,male,20.0,0,0,8.6625,S,Mr,0,60.0,8.6625
1,2,female,30.0,3,0,21.0,S,Mrs,3,60.0,5.25
1,3,female,21.77777777777778,0,0,7.7375,Q,Miss,0,65.33333333333334,7.7375
0,2,male,25.0,1,0,26.0,S,Mr,1,50.0,13.0
0,3,female,25.0,1,0,7.925,S,Miss,1,75.0,3.9625
1,1,female,29.0,0,0,211.3375,S,Miss,0,29.0,211.3375
0,3,male,11.0,0,0,18.7875,C,Mr,0,33.0,18.7875
0,2,male,32.409774436090224,0,0,0.0,S,Mr,0,64.81954887218045,0.0
0,2,male,23.0,0,0,13.0,S,Mr,0,46.0,13.0
0,2,male,23.0,0,0,13.0,S,Mr,0,46.0,13.0
0,3,male,28.5,0,0,16.1,S,Mr,0,85.5,16.1
0,3,female,48.0,1,3,34.375,S,Mrs,4,144.0,6.875
1,1,male,35.0,0,0,512.3292,C,Mr,0,35.0,512.3292
0,3,male,32.409774436090224,0,0,7.8958,S,Mr,0,97.22932330827066,7.8958
0,3,male,32.409774436090224,0,0,7.8958,S,Mr,0,97.22932330827066,7.8958
1,1,male,32.409774436090224,0,0,30.0,S,Mr,0,32.409774436090224,30.0
0,1,male,36.0,1,0,78.85,S,Mr,1,36.0,39.425
1,1,female,21.0,2,2,262.375,C,Miss,4,21.0,52.475
0,3,male,24.0,1,0,16.1,S,Mr,1,72.0,8.05
1,3,male,31.0,0,0,7.925,S,Mr,0,93.0,7.925
0,1,male,70.0,1,1,71.0,S,Mr,2,70.0,23.666666666666668
0,3,male,16.0,1,1,20.25,S,Mr,2,48.0,6.75
1,2,female,30.0,0,0,13.0,S,Miss,0,60.0,13.0
0,1,male,19.0,1,0,53.1,S,Mr,1,19.0,26.55
0,3,male,31.0,0,0,7.75,Q,Mr,0,93.0,7.75
1,2,female,4.0,1,1,23.0,S,Miss,2,8.0,7.666666666666667
1,3,male,6.0,0,1,12.475,S,Master,1,18.0,6.2375
0,3,male,33.0,0,0,9.5,S,Mr,0,99.0,9.5
